obs,Curve,time,elapsed,date,TIME,E,A,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,blfa_1,blfa_2,blfa_3,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Heatx_setpoint,CO2_r_setpoint,H2O_r_setpoint,SS_s,SS_r,MatchH2O,MatchCO2,MatchValveR,MatchValveS
13,c8,1499749016,994.5,20170711 12:56:55,1499749015,0.002526621,47.94762928,473.6228381,47.27448645,143.5354285,0.085051506,2.25573965,0.083309308,0.052221874,247.8711503,36.06688237,36.4105,6.104821474,56.83190775,3.219011707,5.664092294,2.885809767,-0.041338446,0.046406027,3.465487531,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.651726,47.94762928,#DIV/0!,#DIV/0!,0.038704434,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.18,1264.651726,0.842999991,0.195999535,1499749015,1438.02,1499.92,32.2499,29.3156,499.977,99.7146,0.100026,35.0502,36.4105,999.9,9997.5,0,1217.54,1500.18,0.900009,0.0999913,0,1062.06,5.00027,16082.7,50.812,52.437,51.5,52.562,52.812,1061.938846,-1.955897421,-46.61538461,16084.04231,15,2,475.681,793.914,30.0007,39.7156,30.0007,39.5304,39.4788,71.3232,100,0,30,1500,22.0706,96.9678,98.4451,0.129,14.818,100,100
1,c9,1499749446,0,20170711 13:04:05,1499749445,0.00678657,18.32267715,289.0004817,28.84877354,37.42408395,0.41664337,2.257593568,0.378164505,0.239513148,247.8414919,34.62503904,35.048,5.663402532,70.0474411,3.958314652,5.650905429,1.70508788,-0.04138849,0.046462206,3.468805973,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.49973,18.32267715,#DIV/0!,#DIV/0!,0.015280887,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500,1264.49973,0.84299982,0.19599964,1499749445,374.906,399.944,39.6535,31.8333,500.048,99.7226,0.0999794,35.0081,35.048,999.9,10008.8,0,513.436,1500,0.900006,0.099994,0,1144.99,5.00027,17513.3,51.25,52.875,52,52.937,53.312,1155.228077,-88.62461537,-1305.162393,17668.66923,15,2,476.468,792.221,29.9979,40.1581,29.9999,39.956,39.8865,24.1802,100,0,30,400,22.0706,96.8703,98.3533,0.168,14.794,100,100
2,c9,1499749517,71.5,20170711 13:05:17,1499749517,0.00637001,11.77894547,222.920284,22.25217338,28.31738181,0.38082533,2.254691483,0.348364684,0.220413353,247.8331872,34.68775567,35.1784,5.704412879,70.49831284,3.967563846,5.627884819,1.736849033,-0.041310168,0.046374283,3.463611838,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.450005,11.77894547,#DIV/0!,#DIV/0!,0.010106327,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.94,1264.450005,0.84300039,0.19600078,1499749517,283.681,299.984,39.7467,32.4066,500.006,99.7212,0.100014,34.9344,35.1784,999.9,9990,0,518.214,1499.94,0.899987,0.100013,0,1102.87,5.00027,16869.4,51.25,52.812,51.937,52.937,53.25,1106.391538,-29.34017097,-451.0358977,16924.7,15,2,476.954,793.212,29.9989,40.1215,29.9998,39.9377,39.8709,18.9958,100,0,30,300,22.0706,96.8802,98.3688,0.168,14.794,100,100
3,c9,1499749591,145.0999999,20170711 13:06:30,1499749590,0.006198754,4.934168359,165.0933534,16.47971924,19.22964195,0.378844286,2.255257115,0.346712558,0.219354702,247.8678853,34.67074803,35.1395,5.69215204,71.25956553,3.99408214,5.604976834,1.698069901,-0.041325426,0.046391411,3.464623993,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.627035,4.934168359,#DIV/0!,#DIV/0!,0.004692426,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.15,1264.627035,0.84300039,0.19600078,1499749590,192.642,199.996,40.0126,32.8717,499.998,99.7206,0.10001,34.8608,35.1395,999.9,9993.75,0,519.711,1500.15,0.899987,0.100013,0,1104.31,5.00027,16875.8,51.312,52.875,52,52.875,53.312,1105.975,-14.19042735,-222.2358974,16901.06154,15,2,477.824,793.799,29.9995,40.0867,30.0001,39.9286,39.8709,13.5588,100,0,30,200,22.0706,96.8797,98.3663,0.168,14.794,100,100
4,c9,1499749664,218,20170711 13:07:43,1499749663,0.006153626,-2.038274238,107.8725452,10.76779022,10.14995252,0.389622221,2.256963954,0.355747005,0.225139482,247.8199689,34.62493591,35.0763,5.672280946,72.13326908,4.029536043,5.586237937,1.642744903,-0.04137149,0.046443122,3.467678865,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.382565,-2.038274238,#DIV/0!,#DIV/0!,-0.000821171,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.86,1264.382565,0.84300039,0.19600078,1499749663,101.683,99.9879,40.3682,33.2818,499.99,99.7195,0.100062,34.8004,35.0763,999.9,10005,0,522.451,1499.86,0.899987,0.100013,0,1127.93,5.00027,17208.6,51.437,52.937,52.125,52.937,53.375,1128.580769,-3.873504283,-62.61538463,17217.99615,15,2,478.199,794.315,29.9999,40.0629,30,39.9208,39.867,7.89424,100,0,30,100,22.0706,96.8782,98.3682,0.168,14.794,100,100
5,c9,1499749731,285.0999999,20170711 13:08:50,1499749730,0.006120217,-5.508104025,78.25154685,7.811072614,5.608109507,0.400550462,2.25352296,0.364792158,0.230941233,247.8364918,34.58739936,35.0227,5.65547552,72.91502109,4.062286371,5.571261326,1.59318915,-0.041278658,0.046338909,3.461521181,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.466865,-5.508104025,#DIV/0!,#DIV/0!,-0.003565221,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.96,1264.466865,0.84300039,0.19600078,1499749730,56.1822,49.9856,40.6961,33.6513,500.041,99.72,0.100041,34.752,35.0227,999.9,9982.5,0,525.15,1499.96,0.899987,0.100013,0,1147.91,5.00027,17492.5,51.5,52.875,52.187,52.875,53.437,1147.553077,6.125128185,73.11452991,17483.91538,15,2,478.54,794.555,29.9986,40.0468,30,39.913,39.8592,5.04294,100,0,30,50,22.0706,96.8783,98.3657,0.168,14.794,100,100
6,c9,1499749796,350,20170711 13:09:55,1499749795,0.006081264,-7.463938595,59.38820476,5.928243971,2.868991469,0.407777986,2.255851801,0.370815833,0.234800967,247.8665323,34.5792771,35.0008,5.648621587,73.52515238,4.091440513,5.564681447,1.557181074,-0.041341472,0.046409424,3.465688247,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.626617,-7.463938595,#DIV/0!,#DIV/0!,-0.005111342,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.15,1264.626617,0.843000111,0.195999775,1499749795,28.7411,19.9935,40.9874,33.9885,499.965,99.7219,0.100009,34.7307,35.0008,999.9,9997.5,0,518.075,1500.15,0.900005,0.0999953,0,1167.75,5.00027,17774.3,51.562,52.937,52.187,52.875,53.437,1166.598846,9.510769242,137.3128206,17752.26923,15,2,478.782,794.858,30.0001,40.0195,30,39.8973,39.8436,3.34725,100,0,30,20,22.0706,96.8807,98.3685,0.168,14.794,100,100
7,c9,1499749883,437.0999999,20170711 13:11:22,1499749882,0.006176194,18.75301908,290.6100333,29.00903801,37.40010336,0.431853111,2.256699041,0.390647415,0.247528337,247.8384436,34.52272463,34.9063,5.619129115,74.10443385,4.117913379,5.556905526,1.501215735,-0.041364339,0.046435094,3.467204667,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.483306,18.75301908,#DIV/0!,#DIV/0!,0.015621415,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.98,1264.483306,0.843000111,0.195999775,1499749882,374.671,399.954,41.2529,34.1465,499.95,99.7212,0.0999854,34.7055,34.9063,999.9,10003.1,0,516.369,1499.98,0.900005,0.0999953,0,1036.25,5.00027,15911.8,51.562,52.937,52.187,52.937,53.437,1036.857692,-3.587692298,-35.09401718,15918.45,15,2,478.949,796.041,29.9997,39.9879,29.9999,39.8699,39.8203,24.2583,100,0,30,400,22.0706,96.8858,98.374,0.168,14.794,100,100
8,c9,1499749963,517.5999999,20170711 13:12:43,1499749963,0.006445495,19.98368157,288.2997565,28.77878082,37.24384659,0.457180262,2.257008519,0.411279771,0.260788739,247.8566186,34.43520931,34.8978,5.616482925,74.29067437,4.128445871,5.557152235,1.488037054,-0.041372693,0.046444473,3.46775864,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.576037,19.98368157,#DIV/0!,#DIV/0!,0.016593452,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.09,1264.576037,0.843000111,0.195999775,1499749963,373.101,399.965,41.3579,33.9438,500.041,99.7224,0.100025,34.7063,34.8978,999.9,10005,0,509.954,1500.09,0.900005,0.0999953,0,1023.47,5.00027,15696.1,51.5,52.937,52.125,52.937,53.437,1024.282308,-9.753162391,-167.880342,15719.66538,15,2,479.355,796.009,30.0005,39.9595,29.9998,39.8389,39.7892,24.266,100,0,30,400,22.0706,96.8929,98.3847,0.168,14.794,100,100
9,c9,1499750050,604.0999999,20170711 13:14:09,1499750049,0.0064196,30.75574807,430.3066635,42.95238548,55.77544905,0.463534288,2.259820299,0.416471557,0.264123806,247.8348828,34.41684479,34.8299,5.595383398,74.46126704,4.131729908,5.548831053,1.463653491,-0.041448648,0.046529738,3.472793187,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.46601,30.75574807,#DIV/0!,#DIV/0!,0.025113959,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.96,1264.46601,0.84299982,0.19599964,1499750049,558.771,599.981,41.3926,34.0082,500.017,99.7181,0.0999812,34.6793,34.8299,999.9,10023.8,0,472.842,1499.96,0.900006,0.099994,0,1039.82,5.00027,15989.7,51.375,52.812,52.062,52.75,53.312,1040.105,-3.336410251,-41.3641026,15994.48846,15,2,479.764,796.749,29.9992,39.9119,29.9998,39.8035,39.7543,34.0571,100,0,30,600,22.0706,96.8984,98.3871,0.168,14.794,100,100
10,c9,1499750180,734.0999999,20170711 13:16:19,1499750179,0.006046247,34.92592229,593.5235138,59.24291395,75.11683921,0.427434253,2.256812119,0.387027145,0.245203276,247.8214519,34.55469984,34.9116,5.62077964,74.50354166,4.137656647,5.553637525,1.483122993,-0.041367391,0.04643852,3.467407075,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.390905,34.92592229,#DIV/0!,#DIV/0!,0.02841362,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.87,1264.390905,0.84300033,0.19600066,1499750179,752.556,799.925,41.453,34.4986,500.024,99.7156,0.100014,34.6949,34.9116,999.9,10004.4,0,482.218,1499.87,0.899989,0.100011,0,1045.76,5.00027,16063.8,51.187,52.625,51.875,52.562,53.187,1046.129231,-3.258803424,-72.03418795,16076.64615,15,2,479.55,798.77,29.9998,39.8383,29.9998,39.7322,39.6846,43.2404,100,0,30,800,22.0706,96.9136,98.4048,0.168,14.794,100,100
11,c9,1499750317,871.0999999,20170711 13:18:36,1499750316,0.005546615,36.00898272,764.5950265,76.31615561,94.86171825,0.378913167,2.256274289,0.34678346,0.219398905,247.8613192,34.78155917,35.042,5.661521735,74.35065114,4.143487157,5.572899623,1.518034578,-0.041352874,0.046422223,3.466444402,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.60089,36.00898272,#DIV/0!,#DIV/0!,0.029265346,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.12,1264.60089,0.84299982,0.19599964,1499750316,950.399,999.933,41.5127,35.1334,500.026,99.7125,0.100019,34.7573,35.042,999.9,10001.2,0,477.606,1500.12,0.900006,0.099994,0,1053.88,5.00027,16174.2,51.125,52.687,51.812,52.625,53.125,1054.019231,-1.865299151,-48.56752134,16177.46923,15,2,479.185,799.666,30.0007,39.8112,30.0001,39.6985,39.6499,51.9228,100,0,30,1000,22.0706,96.9167,98.4106,0.168,14.794,100,100
12,c9,1499750435,989.0999999,20170711 13:20:34,1499750434,0.005796012,36.63086883,961.6304894,95.98099969,114.5786761,0.39767678,2.252421377,0.36238994,0.229402603,247.8412793,34.67016393,35.0465,5.662932282,74.49853372,4.145008073,5.563878732,1.517924209,-0.041248966,0.046305578,3.459550687,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.492065,36.63086883,#DIV/0!,#DIV/0!,0.029759672,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.99,1264.492065,0.84300033,0.19600066,1499750434,1147.96,1199.9,41.5287,34.8625,500.013,99.7107,0.0999869,34.7281,35.0465,999.9,9976.25,0,389.803,1499.99,0.899989,0.100011,0,1065.01,5.00027,16306.5,51.062,52.625,51.75,52.625,53.062,1065.067692,-0.416410256,-15.66837605,16309.27308,15,2,479.244,800.116,29.9988,39.7955,29.9999,39.6721,39.6228,60.1782,100,0,30,1200,22.0706,96.9228,98.414,0.168,14.794,100,100
13,c9,1499750547,1101.1,20170711 13:22:26,1499750546,0.005719135,37.91335696,1243.668932,124.1284741,144.1840592,0.392983017,2.25708282,0.358550154,0.226935554,247.844483,34.64944987,35.0017,5.648903113,74.5075532,4.134917876,5.549662683,1.513985237,-0.041374699,0.046446724,3.467891645,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.516023,37.91335696,#DIV/0!,#DIV/0!,0.030773321,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.02,1264.516023,0.842999442,0.19599948,1499750546,1444.61,1500.02,41.4286,34.85,500.003,99.7083,0.0999937,34.682,35.0017,999.9,10006.9,0,431.452,1500.02,0.900007,0.0999926,0,1076.7,5.00027,16472.9,51,52.5,51.687,52.5,53,1076.963462,-3.858119658,-65.51111109,16479.43846,15,2,479.304,801.588,29.9995,39.7252,29.9997,39.6132,39.5651,71.89,100,0,30,1500,22.0706,96.9396,98.4311,0.168,14.794,100,100
1,c10,1499752355,0,20170711 13:52:35,1499752355,0.004082858,4.516334357,346.0625956,34.5349935,39.18423981,0.216297181,2.256572051,0.205403878,0.129310411,247.8073318,35.11517089,35.3345,5.753844969,69.93653735,3.865822529,5.527615,1.88802244,-0.041360911,0.046431246,3.466977361,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.323186,4.516334357,#DIV/0!,#DIV/0!,0.004363073,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.79,1264.323186,0.843000144,0.19599999,1499752355,392.651,399.994,38.738,34.0286,500.025,99.694,0.100066,34.6103,35.3345,999.9,10005,0,124.247,1499.79,0.900001,0.0999992,0,910.557,5.00027,13670.9,49.312,50.5,49.937,50.625,51.375,919.9483077,-76.15200005,-1114.618804,13808.89231,15,2,493.326,811.713,30.0005,39.6667,30.0004,39.5398,39.4884,24.5486,100,0,30,400,22.0706,96.9309,98.415,0.235,14.76,100,100
2,c10,1499752431,75.5999999,20170711 13:53:50,1499752430,0.003910285,1.949169981,271.607618,27.10527589,29.56308284,0.207402296,2.260041739,0.197378787,0.124221936,247.8503461,35.19660649,35.3753,5.766826275,70.19199735,3.885376433,5.535355282,1.881449842,-0.041454633,0.046536457,3.473189787,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.542195,1.949169981,#DIV/0!,#DIV/0!,0.002332204,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.05,1264.542195,0.84300003,0.19600006,1499752430,296.236,299.965,38.9333,34.4237,500.006,99.6957,0.100013,34.6355,35.3753,999.9,10027.5,0,232.459,1500.05,0.899999,0.100001,0,851.365,5.00027,12783.8,49.312,50.562,50,50.625,51.437,855.2720385,-31.97596581,-483.8017094,12842.44615,15,2,493.448,811.818,29.9997,39.7213,30.0004,39.5882,39.5381,19.3386,100,0,30,300,22.0706,96.9224,98.4006,0.235,14.76,100,100
3,c10,1499752506,150.5999999,20170711 13:55:05,1499752505,0.004234627,-0.8519506,200.041116,19.96331282,19.95980838,0.235502976,2.260520424,0.222672134,0.140264599,247.8470415,35.1122526,35.3052,5.744538282,71.068768,3.938760402,5.542181907,1.80577788,-0.041467574,0.046550984,3.474047168,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.525335,-0.8519506,#DIV/0!,#DIV/0!,0.000117079,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.03,1264.525335,0.84300003,0.19600006,1499752505,200.006,200,39.4681,34.587,499.989,99.696,0.100048,34.6577,35.3052,999.9,10030.6,0,127.176,1500.03,0.899999,0.100001,0,826.448,5.00027,12404.8,49.312,50.562,50,50.625,51.437,828.6863462,-18.308,-257.3094017,12437.51923,15,2,493.677,811.536,30.001,39.7595,30.0004,39.6249,39.5728,13.8906,100,0,30,200,22.0706,96.9119,98.3969,0.235,14.76,100,100
4,c10,1499752582,226.5999999,20170711 13:56:21,1499752581,0.004542236,-3.553082036,123.0776217,12.28245487,10.34718023,0.264523479,2.265170428,0.248482235,0.15666151,247.8453893,35.01286048,35.2273,5.71985816,71.8820498,3.984320536,5.542858818,1.735537624,-0.04159341,0.046692246,3.482379701,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.516905,-3.553082036,#DIV/0!,#DIV/0!,-0.002019018,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.02,1264.516905,0.84300003,0.19600006,1499752581,103.685,99.9865,39.9253,34.6923,500.006,99.6944,0.0999794,34.6599,35.2273,999.9,10061.2,0,98.4645,1500.02,0.899999,0.100001,0,816.072,5.00027,12237.5,49.375,50.562,50,50.625,51.437,817.3144231,-11.59641025,-164.0615385,12256.53077,15,2,494.035,811.313,30,39.7965,30.0002,39.6635,39.6082,8.21904,100,0,30,100,22.0706,96.903,98.3914,0.235,14.76,100,100
5,c10,1499752651,295.5999999,20170711 13:57:30,1499752650,0.004827832,-4.77444907,81.10398199,8.093873766,5.529710556,0.293869751,2.254883819,0.274130477,0.17299443,247.8633519,34.92214256,35.1401,5.69234098,72.52494065,4.02031214,5.543351162,1.672028839,-0.041315356,0.046380107,3.463955997,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.60197,-4.77444907,#DIV/0!,#DIV/0!,-0.002984693,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.12,1264.60197,0.84300054,0.19600108,1499752650,55.41,50.0011,40.2852,34.7246,499.947,99.6963,0.0999562,34.6615,35.1401,999.9,9993.75,0,80.8928,1500.12,0.899982,0.100018,0,810.412,5.00027,12142.4,49.312,50.5,50,50.562,51.437,811.2083077,-7.33723077,-108.2666666,12154.95385,15,2,494.241,811.375,29.9999,39.8189,30.0001,39.6868,39.6306,5.3704,100,0,30,50,22.0706,96.8993,98.3889,0.235,14.76,100,100
6,c10,1499752717,362,20170711 13:58:37,1499752717,0.004976749,-5.418881328,54.7576002,5.464543478,2.627536709,0.312877983,2.258978535,0.290643583,0.183518068,247.8685212,34.86396744,35.091,5.676897473,73.1214064,4.051374135,5.540612982,1.625523338,-0.0414259,0.046504202,3.471285726,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.634925,-5.418881328,#DIV/0!,#DIV/0!,-0.003494195,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.16,1264.634925,0.84300003,0.19600006,1499752717,26.3293,19.9825,40.5969,34.866,499.891,99.6952,0.0999601,34.6526,35.091,999.9,10020.6,0,109.744,1500.16,0.899999,0.100001,0,805.841,5.00027,12073.9,49.25,50.437,49.937,50.5,51.375,806.6959231,-6.090871793,-78.3213676,12080.51154,15,2,494.443,811.592,29.9998,39.8229,30.0001,39.6946,39.6422,3.67786,100,0,30,20,22.0706,96.8993,98.387,0.235,14.76,100,100
7,c10,1499752797,442,20170711 13:59:57,1499752797,0.00511739,5.200966785,354.5950969,35.38795523,39.05902265,0.330717768,2.25357007,0.30592835,0.193277375,247.8304637,34.82307183,35.049,5.663716051,73.54118207,4.075808714,5.542212675,1.587907337,-0.041279928,0.046340335,3.461605459,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.441206,5.200966785,#DIV/0!,#DIV/0!,0.004904116,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.93,1264.441206,0.843000144,0.19599999,1499752797,391.38,400.023,40.8405,34.9515,500.091,99.6981,0.100108,34.6578,35.049,999.9,9985,0,65.7616,1499.93,0.900001,0.0999992,0,773.611,5.00027,11618.2,49.187,50.375,49.875,50.375,51.312,774.0606923,-4.204376047,-70.6427349,11628.37308,15,2,494.82,812.676,30,39.8189,30.0001,39.6985,39.646,24.5641,100,0,30,400,22.0706,96.9039,98.3863,0.235,14.76,100,100
8,c10,1499752858,502.5,20170711 14:00:57,1499752857,0.005107701,5.371559666,353.6593142,35.29500522,39.03905005,0.331776962,2.258861047,0.306888645,0.193885704,247.82055,34.81063027,35.0548,5.665534758,73.78134306,4.085669744,5.537537777,1.579865014,-0.041422726,0.046500638,3.471075342,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.390626,5.371559666,#DIV/0!,#DIV/0!,0.005039234,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.87,1264.390626,0.843000144,0.19599999,1499752857,391.175,400.018,40.9388,35.0608,500.027,99.6995,0.0999505,34.6426,35.0548,999.9,10019.4,0,66.1483,1499.87,0.900001,0.0999992,0,768.318,5.00027,11548.7,49.187,50.312,49.875,50.375,51.312,769.3067308,-5.085709393,-70.25299143,11558.95769,15,2,494.87,812.988,30,39.8112,30.0001,39.6985,39.646,24.5608,100,0,30,400,22.0706,96.9033,98.3867,0.235,14.76,100,100
9,c10,1499752935,579.5999999,20170711 14:02:14,1499752934,0.004944499,10.10234545,515.4868977,51.44535578,58.32265216,0.317492625,2.259427154,0.294627398,0.186059063,247.843737,34.84843578,35.0906,5.67677181,73.8130236,4.083817178,5.532651256,1.592954633,-0.041438022,0.04651781,3.4720891,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.508475,10.10234545,#DIV/0!,#DIV/0!,0.008779969,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.01,1264.508475,0.84300003,0.19600006,1499752934,584.398,599.988,40.9202,35.2297,500.009,99.6995,0.100041,34.6267,35.0906,999.9,10023.1,0,86.2,1500.01,0.899999,0.100001,0,766.637,5.00027,11533.5,49.25,50.437,49.937,50.5,51.375,766.8485,-0.818495726,-1.052991396,11534.98462,15,2,494.622,813.606,30,39.815,30.0001,39.7014,39.6499,34.3361,100,0,30,600,22.0706,96.9042,98.3883,0.235,14.76,100,100
10,c10,1499753017,662,20170711 14:03:37,1499753017,0.00466925,13.44784074,680.9708098,67.96350072,77.80028583,0.290332266,2.256142138,0.271058628,0.171036565,247.8139959,34.91997737,35.1666,5.70069123,73.56113388,4.065589204,5.526816935,1.635102026,-0.041349307,0.04641822,3.466207876,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.356735,13.44784074,#DIV/0!,#DIV/0!,0.011427029,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.83,1264.356735,0.84300003,0.19600006,1499753017,779.532,800.037,40.7358,35.361,500.005,99.7039,0.0999385,34.6077,35.1666,999.9,10001.2,0,85.9671,1499.83,0.899999,0.100001,0,774.937,5.00027,11664.9,49.5,50.625,50.125,50.812,51.5,775.2127692,-2.983863236,-40.11282051,11672.11923,15,2,494.322,813.864,30.0001,39.8307,30.0002,39.7165,39.6692,43.4752,100,0,30,800,22.0706,96.9006,98.3861,0.235,14.76,100,100
11,c10,1499753101,746,20170711 14:05:01,1499753101,0.004255144,15.75970842,845.5024944,84.38303273,97.41835198,0.253332658,2.255549134,0.238520372,0.150333835,247.8619968,35.09983017,35.2699,5.733343165,72.92393327,4.040074031,5.540120849,1.693269133,-0.041333305,0.046400256,3.465146577,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.60125,15.75970842,#DIV/0!,#DIV/0!,0.013252959,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.12,1264.60125,0.84300006,0.19600012,1499753101,976.114,1000.01,40.4808,35.5813,499.997,99.7022,0.100028,34.651,35.2699,999.9,9997.5,0,86.3835,1500.12,0.899998,0.100002,0,780.413,5.00027,11756.2,49.562,50.812,50.187,51,51.687,780.5419231,-2.970256408,-38.97777784,11761.65769,15,2,494.101,814.544,30.0013,39.8581,30.0002,39.7334,39.6846,52.1032,100,0,30,1000,22.0706,96.8983,98.3827,0.235,14.76,100,100
12,c10,1499753184,828.5,20170711 14:06:23,1499753183,0.003780281,17.6717431,1005.249681,100.326765,117.1136332,0.216729375,2.252203435,0.205773616,0.129546674,247.843737,35.3001899,35.3814,5.768769293,72.48069076,4.02524782,5.553545058,1.743521473,-0.041243093,0.046298985,3.45916088,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.508475,17.6717431,#DIV/0!,#DIV/0!,0.014766009,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.01,1264.508475,0.84300003,0.19600006,1499753183,1173.45,1199.98,40.332,35.9785,499.986,99.7028,0.100032,34.6946,35.3814,999.9,9975.62,0,88.824,1500.01,0.899999,0.100001,0,782.926,5.00027,11805.2,49.687,50.937,50.312,51.187,51.812,783.3952692,-3.608102569,-50.36581194,11811.96154,15,2,493.714,814.955,30.0011,39.8867,30.0002,39.7529,39.7037,60.3386,100,0,30,1200,22.0706,96.8971,98.3825,0.235,14.76,100,100
