File Name:,NGEEArctic_BNL_leaf_C_N_LMA_2012-2016,,,,,,,,,,,,
Contact:,"Alistair Rogers, arogers@bnl.gov, +1 631 344 2948",,,,,,,,,,,,
BNL1807,20150722,ERAN6,454.5,21,71.11,32.32,1.49,21.64,,,,,
BNL1808,20150722,ERAN6,453,22.3,61.64,27.92,1.37,20.31,,,,,
BNL1809,20150722,ERAN6,453.9,23.2,68.6,31.14,1.59,19.56,,,,,
BNL1791,20150723,PEFR5,436.8,23,90.61,39.58,2.08,18.99,,,,,
BNL1792,20150723,PEFR5,428.2,20,90.26,38.65,1.81,21.41,,,,,
BNL1793,20150723,SAPU15,502.3,28.5,85.3,42.85,2.43,17.62,,,,,
BNL1794,20150723,SAPU15,507.4,26.5,89.08,45.2,2.36,19.15,,,,,
BNL1810,20150723,PEFR5,435.2,18.4,99.51,43.31,1.83,23.65,,,,,
BNL1811,20150723,PEFR5,419.9,20,88.5,37.16,1.77,21,,,,,
BNL1812,20150723,PEFR5,425.6,25.7,96.76,41.18,2.49,16.56,,,,,
BNL1813,20150723,PEFR5,435.6,19.9,117.47,51.17,2.34,21.89,,,,,
BNL1814,20150723,PEFR5,423.5,28,84.1,35.62,2.35,15.13,,,,,
BNL1815,20150723,PEFR5,410.8,12.1,-9999,-9999,-9999,33.95,,,,,
BNL1816,20150723,PEFR5,402.4,9.5,-9999,-9999,-9999,42.36,,,,,
BNL1817,20150723,PEFR5,400.6,7.1,-9999,-9999,-9999,56.42,,,,,
BNL1818,20150723,PEFR5,418.3,7.7,-9999,-9999,-9999,54.32,,,,,
BNL1819,20150723,PEFR5,424.2,7.6,-9999,-9999,-9999,55.82,,,,,
BNL1820,20150723,PEFR5,417.9,11.7,-9999,-9999,-9999,35.72,,,,,
BNL1815,20160708,PEFR5,445.5,35.7,56.69,25.25,2.02,12.48,,,,,
BNL1816,20160708,PEFR5,432.1,30.7,83.79,36.21,2.57,14.07,,,,,
BNL1817,20160708,PEFR5,410.2,28.9,72.19,29.61,2.09,14.19,,,,,
BNL1818,20160709,ERAN6,461.2,31.5,74.76,34.48,2.35,14.64,,,,,
BNL1819,20160709,ERAN6,469.4,31.8,78.62,36.9,2.5,14.76,,,,,
BNL1820,20160709,ERAN6,472.7,27.4,76.34,36.09,2.09,17.25,,,,,
BNL1821,20160709,ERAN6,456,33,65.07,29.67,2.15,13.82,,,,,
BNL1822,20160709,ERAN6,-9999,-9999,72.83,-9999,-9999,-9999,,,,,
BNL1823,20160710,ERAN6,444.4,31.1,69.4,30.84,2.16,14.29,,,,1,BNL1848
BNL1824,20160709,ERAN6,446.9,23.1,73.41,32.81,1.7,19.35,,,,,
BNL1826,20160710,PEFR5,446.1,26.3,71.3,31.81,1.88,16.96,,,,,
BNL1827,20160710,ERAN6,-9999,-9999,55,-9999,-9999,-9999,,,,1,BNL1856
BNL1828,20160710,ERAN6,456.7,31,72.27,33.01,2.24,14.73,,,,1,BNL1853
BNL1829,20160710,ERAN6,459.8,34.1,62.5,28.74,2.13,13.48,,,,1,BNL1849
BNL1830,20160710,PEFR5,427.1,32.1,53.82,22.99,1.73,13.31,,,,,
BNL1831,20160710,PEFR5,421.4,28.7,54.9,23.14,1.58,14.68,,,,,
BNL1832,20160710,PEFR5,441.8,32.6,62.17,27.47,2.03,13.55,,,,,
BNL1833,20160710,PEFR5,445,26.9,64.53,28.71,1.74,16.54,,,,,
BNL1834,20160710,PEFR5,431.3,28.9,57.65,24.86,1.67,14.92,,,,,
BNL1835,20160710,ERAN6,441.2,34.4,67,29.56,2.3,12.83,,,,1,BNL1855
BNL1836,20160710,ARLA2,426.3,19.8,59.65,25.43,1.18,21.53,,,,1,BNL1861
BNL1837,20160710,ERAN6,430.5,33.6,63.46,27.32,2.13,12.81,,,,1,BNL1857
BNL1838,20160710,ERAN6,425.2,30.7,62.33,26.5,1.91,13.85,,,,1,BNL1858
BNL1839,20160710,ERAN6,443.7,32,72.94,32.36,2.33,13.87,,,,1,BNL1854
BNL1840,20160710,ERAN6,450.5,33.1,66.67,30.03,2.21,13.61,,,,1,BNL1852
BNL1841,20160710,ARLA2,431.3,26.4,57.36,24.74,1.51,16.34,,,,1,BNL1860
BNL1842,20160710,ARLA2,412.7,19.7,64.1,26.46,1.26,20.95,,,,1,BNL1862
BNL1843,20160711,ARLA2,428.7,24.3,64.05,27.46,1.56,17.64,,,,1,BNL1904
BNL1844,20160711,ARLA2,419.2,20.6,57.41,24.07,1.18,20.35,,,,1,BNL1899
BNL1845,20160711,ARLA2,403.8,22.3,61.27,24.74,1.37,18.11,,,,1,BNL1890
BNL1846,20160711,ARLA2,421,18,67.08,28.24,1.21,23.39,,,,1,BNL1892
BNL1847,20160710,ARLA2,430.4,24.6,59.76,25.72,1.47,17.5,,,,1,BNL1859
BNL1848,20160710,ERAN6,455,28.1,72.58,33.02,2.04,16.19,,,,2,BNL1823
BNL1849,20160710,ERAN6,453.8,33.3,61.11,27.73,2.04,13.63,,,,2,BNL1829
BNL1850,20160710,ARLA2,423.2,22.3,58.63,24.81,1.31,18.98,,,,1,BNL1864
BNL1851,20160710,ARLA2,431.5,19.2,57.48,24.8,1.1,22.47,,,,1,BNL1863
BNL1852,20160710,ERAN6,442.2,31,57.35,25.36,1.78,14.26,,,,2,BNL1840
BNL1853,20160710,ERAN6,468.8,32.9,71.91,33.71,2.37,14.25,,,,2,BNL1828
BNL1854,20160710,ERAN6,443.8,32.8,68.46,30.38,2.25,13.53,,,,2,BNL1839
BNL1855,20160710,ERAN6,443.2,32,61.19,27.12,1.96,13.85,,,,2,BNL1835
BNL1856,20160710,ERAN6,454.5,31,61.38,27.9,1.9,14.66,,,,2,BNL1827
BNL1857,20160710,ERAN6,440.1,32.6,57.64,25.37,1.88,13.5,,,,2,BNL1837
BNL1858,20160710,ERAN6,461.8,34.8,52.1,24.06,1.81,13.27,,,,2,BNL1838
BNL1859,20160710,ARLA2,434.7,30.7,41.12,17.88,1.26,14.16,,,,2,BNL1847
BNL1860,20160710,ARLA2,461.9,25.7,52.96,24.46,1.36,17.97,,,,2,BNL1841
BNL1861,20160710,ARLA2,429.9,29.6,51.93,22.32,1.54,14.52,,,,2,BNL1836
BNL1862,20160710,ARLA2,432,32.1,59.85,25.85,1.92,13.46,,,,2,BNL1842
BNL1863,20160710,ARLA2,444.6,26.2,46.32,20.59,1.21,16.97,,,,2,BNL1851
BNL1864,20160710,ARLA2,439.3,23.4,47.92,21.05,1.12,18.77,,,,2,BNL1850
BNL1865,20160711,PEFR5,438,24.4,72.38,31.7,1.77,17.95,,,,,
BNL1866,20160711,PEFR5,427.9,29.3,78.08,33.41,2.29,14.6,,,,,
BNL1867,20160711,PEFR5,453.1,32.7,67.08,30.39,2.19,13.86,,,,,
BNL1868,20160711,PEFR5,450.1,30.6,63.84,28.73,1.95,14.71,,,,,
BNL1869,20160711,PEFR5,439.2,27.9,92.91,40.81,2.59,15.74,,,,,
BNL1870,20160711,PEFR5,432,27.7,90.26,38.99,2.5,15.6,,,,,
BNL1871,20160711,PEFR5,443.8,31.9,67.77,30.07,2.16,13.91,,,,,
BNL1872,20160711,PEFR5,423.5,29.5,71.89,30.45,2.12,14.36,,,,,
BNL1873,20160711,ARLA2,430.1,20.7,62.64,26.94,1.3,20.78,,,,1,BNL1900
BNL1874,20160711,CAAQ,-9999,-9999,53.75,-9999,-9999,-9999,,,,1,BNL1911
BNL1875,20160712,ERAN6,449,24.6,54.42,24.44,1.34,18.25,,,,,
BNL1876,20160712,SAPU15,498.3,29.8,63.61,31.7,1.9,16.72,,,,,
BNL1877,20160713,ERAN6,450.5,31,57.07,25.71,1.77,14.53,,,,1,BNL1974
BNL1878,20160711,CAAQ,-9999,-9999,54.17,-9999,-9999,-9999,,,,1,BNL1906
BNL1879,20160711,CAAQ,-9999,-9999,52.85,-9999,-9999,-9999,,,,1,BNL1905
BNL1880,20160711,ARLA2,425.8,29.6,57.84,24.63,1.71,14.39,,,,1,BNL1898
BNL1881,20160711,ARLA2,435.8,19.1,70.77,30.84,1.35,22.82,,,,1,BNL1901
BNL1882,20160711,ARLA2,453.5,32.4,61.03,27.68,1.98,14,,,,1,BNL1891
BNL1883,20160711,ARLA2,434.3,22.4,56.77,24.65,1.27,19.39,,,,1,BNL1902
BNL1884,20160711,ARLA2,444.7,20.6,59.85,26.61,1.23,21.59,,,,1,BNL1903
BNL1885,20160711,PEFR5,431.9,25.6,77,33.26,1.97,16.87,,,,,
BNL1886,20160711,PEFR5,437.4,25.2,86.13,37.67,2.17,17.36,,,,,
BNL1887,20160711,PEFR5,441.1,23.8,96.15,42.41,2.29,18.53,,,,,
BNL1888,20160711,PEFR5,455.4,26.9,80.24,36.54,2.16,16.93,,,,,
BNL1889,20160711,PEFR5,437.1,26.4,87.11,38.08,2.3,16.56,,,,,
BNL1890,20160711,ARLA2,430.4,27.3,54.04,23.26,1.48,15.77,,,,2,BNL1845
BNL1891,20160711,ARLA2,456,24.3,47.49,21.66,1.15,18.77,,,,2,BNL1882
BNL1892,20160711,ARLA2,439.5,28.1,58.4,25.67,1.64,15.64,,,,2,BNL1846
BNL1893,20160711,SAPU15,483.5,33.8,73.21,35.4,2.47,14.3,,,,1,BNL1907
BNL1894,20160711,SAPU15,504.9,32.4,65.35,33,2.12,15.58,,,,,
BNL1895,20160711,SAPU15,524.2,29.8,70.8,37.11,2.11,17.59,,,,,
BNL1896,20160711,SAPU15,500.1,35.7,80.32,40.17,2.87,14.01,,,,,
BNL1897,20160711,SAPU15,503.5,33.2,78.77,39.66,2.62,15.17,,,,,
BNL1898,20160711,ARLA2,456.7,24.7,57.14,26.1,1.41,18.49,,,,2,BNL1880
BNL1899,20160711,ARLA2,433.5,28.5,53.6,23.24,1.53,15.21,,,,2,BNL1844
BNL1900,20160711,ARLA2,459.3,17.3,54.89,25.21,0.95,26.55,,,,2,BNL1873
BNL1901,20160711,ARLA2,464.7,27,60.36,28.05,1.63,17.21,,,,2,BNL1881
BNL1902,20160711,ARLA2,459,19.9,52.02,23.88,1.04,23.07,,,,2,BNL1883
BNL1903,20160711,ARLA2,439.1,25.6,50.65,22.24,1.3,17.15,,,,2,BNL1844
BNL1904,20160711,ARLA2,440.3,27.1,53.68,23.64,1.45,16.25,,,,2,BNL1843
BNL1905,20160711,CAAQ,-9999,-9999,51.88,-9999,-9999,-9999,,,,2,BNL1879
BNL1906,20160711,CAAQ,455.1,36.3,55.26,25.15,2.01,12.54,,,,2,BNL1878
BNL1907,20160711,SAPU15,500.4,35.8,72.16,36.11,2.58,13.98,,,,2,BNL1893
BNL1908,20160712,ARLA2,429.6,19.6,53.31,22.9,1.04,21.92,,,,1,BNL1938
BNL1909,20160712,ARLA2,435.6,23,63.75,27.77,1.47,18.94,,,,1,BNL1936
BNL1910,20160712,ARLA2,432.4,20.3,57.89,25.03,1.18,21.3,,,,1,BNL1933
BNL1911,20160711,CAAQ,435,33.6,53.13,23.11,1.79,12.95,,,,2,BNL1874
BNL1912,20160712,ARLA2,426.5,24.6,57.41,24.48,1.41,17.34,,,,1,BNL1932
BNL1913,20160712,PEFR5,459.7,29,71.4,32.82,2.07,15.85,,,,,
BNL1914,20160712,PEFR5,430.6,21.1,87.33,37.6,1.84,14.03,,,,,
BNL1915,20160712,PEFR5,453.7,29.5,89.13,40.44,2.63,15.38,,,,,
BNL1916,20160712,PEFR5,442.4,29.4,87.92,38.9,2.58,15.05,,,,,
BNL1917,20160712,ERAN6,454.6,35.8,82.75,37.62,2.96,12.7,,,,,
BNL1918,20160712,ERAN6,455.5,29.6,73.29,33.38,2.17,15.39,,,,,
BNL1919,20160712,CAAQ,440.6,28,55.12,24.28,1.54,15.74,,,,,
BNL1920,20160712,ARLA2,-9999,-9999,50,-9999,-9999,-9999,,,,1,BNL1937
BNL1921,20160712,ARLA2,426.9,26,51.04,21.79,1.33,16.42,,,,1,BNL1934
BNL1922,20160712,ARLA2,427.1,18,57.91,24.73,1.04,23.73,,,,1,BNL1947
BNL1923,20160712,ERAN6,446,31.6,72.06,32.14,2.28,14.11,,,,1,BNL1945
BNL1924,20160712,CAAQ,457.3,31.6,61.11,27.95,1.93,14.47,,,,1,BNL1942
BNL1925,20160713,PEFR5,442.7,31,80.93,35.83,2.51,14.28,,,,,
BNL1926,20160712,CAAQ,-9999,-9999,64.41,-9999,-9999,-9999,,,,1,BNL1943
BNL1927,20160713,PEFR5,417.2,23.6,74.37,31.03,1.76,17.68,,,,,
BNL1928,20160713,PEFR5,422.1,26.3,60.3,25.45,1.59,16.05,,,,,
BNL1929,20160712,CAAQ,448.3,29.3,56.08,25.14,1.64,15.3,,,,,
BNL1930,20160712,ARLA2,450.3,22.1,55.56,25.02,1.23,20.38,,,,1,BNL1944
BNL1931,20160712,SAPU15,501.1,29.2,78.8,39.49,2.3,17.16,,,,,
BNL1932,20160712,ARLA2,437.2,24.2,50.75,22.19,1.23,18.07,,,,2,BNL1912
BNL1933,20160712,ARLA2,454.8,21.5,44.21,20.11,0.95,21.15,,,,2,BNL1910
BNL1934,20160712,ARLA2,450.9,31.6,53.43,24.09,1.69,14.27,,,,2,BNL1921
BNL1935,20160712,ERAN6,461.1,28.5,72.17,33.28,2.06,16.18,,,,1,BNL1946
BNL1936,20160712,ARLA2,432.4,24.6,58.72,25.39,1.44,17.58,,,,2,BNL1909
BNL1937,20160712,ARLA2,460.1,23.7,46.05,21.19,1.09,19.41,,,,2,BNL1920
BNL1938,20160712,ARLA2,455.3,22,47.45,21.61,1.04,20.7,,,,2,BNL1908
BNL1939,20160712,ERAN6,461.6,27,54.09,24.97,1.46,17.1,,,,,
BNL1940,20160712,ERAN6,448.5,39.3,47.87,21.47,1.88,11.41,,,,,
BNL1941,20160712,ERAN6,456.6,44.6,48.74,22.26,2.17,10.24,,,,,
BNL1942,20160712,CAAQ,441,31.6,63.75,28.11,2.01,13.96,,,,2,BNL1924
BNL1943,20160712,CAAQ,465.4,35.6,62.93,29.29,2.24,13.07,,,,2,BNL1926
BNL1944,20160712,ARLA2,452.3,31.5,53.53,24.21,1.69,14.36,,,,2,BNL1930
BNL1945,20160712,ERAN6,450.8,30.1,69.87,31.5,2.1,14.98,,,,2,BNL1923
BNL1946,20160712,ERAN6,518.6,31.3,74.85,38.81,2.34,16.57,,,,2,BNL1935
BNL1947,20160712,ARLA2,443.3,22.5,52.71,23.36,1.19,19.7,,,,2,BNL1922
BNL1948,20160713,PEFR5,430.2,30.1,76.11,32.74,2.29,14.29,,,,,
BNL1949,20160713,PEFR5,439.2,35.4,72.25,31.73,2.56,12.41,,,,,
BNL1950,20160713,CAAQ,436.6,26.8,53.53,23.37,1.43,16.29,,,,1,BNL1977
BNL1951,20160713,CAAQ,432.7,28.4,51.67,22.36,1.47,15.24,,,,1,BNL1975
BNL1952,20160713,CAAQ,-9999,-9999,52.67,-9999,-9999,-9999,,,,1,BNL1973
BNL1953,20160713,CAAQ,-9999,-9999,45.56,-9999,-9999,-9999,,,,1,BNL1976
BNL1954,20160713,ARLA2,435.1,24.9,57.29,24.93,1.43,17.47,,,,1,BNL1972
BNL1955,20160713,ARLA2,432.9,17,62.71,27.15,1.07,25.46,,,,,
BNL1956,20160713,ARLA2,431.7,21.9,50.86,21.96,1.11,19.71,,,,,
BNL1957,20160713,SAPU15,492.2,37.1,70.33,34.62,2.61,13.27,,,,,
BNL1958,20160713,SAPU15,499.8,39.5,67.87,33.92,2.68,12.65,,,,,
BNL1959,20160713,ARLA2,426.5,23,58.04,24.75,1.33,18.54,,,,1,BNL1968
BNL1960,20160713,ARLA2,427.9,20.6,60.63,25.94,1.25,20.77,,,,1,BNL1971
BNL1961,20160713,ERAN6,448.6,29,74,33.2,2.15,15.47,,,,1,BNL1970
BNL1962,20160713,SAPU15,491,44.6,60.79,29.85,2.71,11.01,,,,,
BNL1963,20160714,CAAQ,-9999,-9999,50,-9999,-9999,-9999,,,,1,BNL2009
BNL1964,20160714,CAAQ,-9999,-9999,55.47,-9999,-9999,-9999,,,,1,BNL2005
BNL1965,20160714,CAAQ,-9999,-9999,55,-9999,-9999,-9999,,,,1,BNL2002
BNL1966,20160714,SAPU15,490.8,42.7,83.32,40.89,3.56,11.49,,,,,
BNL1967,20160714,SAPU15,484.6,40.2,66.21,32.09,2.66,12.05,,,,,
BNL1968,20160713,ARLA2,464.9,25.2,54.59,25.38,1.38,18.45,,,,2,BNL1959
BNL1969,20160713,ARLA2,454.3,26,50,22.72,1.3,17.47,,,,2,BNL1956
BNL1970,20160713,ERAN6,450.5,28.2,68.47,30.85,1.93,15.98,,,,2,BNL1961
BNL1971,20160713,ARLA2,468.5,29.4,55.28,25.9,1.63,15.94,,,,2,BNL1960
BNL1972,20160713,ARLA2,464.8,24.4,53.97,25.08,1.32,19.05,,,,2,BNL1954
BNL1973,20160713,CAAQ,453.6,26.1,50.85,23.07,1.33,17.38,,,,2,BNL1952
BNL1974,20160713,ERAN6,457,31.3,102.44,46.81,3.21,14.6,,,,2,BNL1877
BNL1975,20160713,CAAQ,461.8,29.2,52.17,24.09,1.52,15.82,,,,2,BNL1951
BNL1976,20160713,CAAQ,454.9,32.1,57.72,26.26,1.85,14.17,,,,2,BNL1953
BNL1977,20160713,CAAQ,351.1,24.8,55.56,19.51,1.38,14.16,,,,2,BNL1950
BNL1978,20160714,SAPU15,473.1,35.8,81.3,38.46,2.91,13.22,,,,,
BNL1979,20160716,CAAQ,-9999,-9999,53.13,-9999,-9999,-9999,,,,1,BNL2037
BNL1980,20160714,ARFU2,434.4,14,85.16,37,1.19,31.03,,,,1,BNL2017
BNL1981,20160714,ARFU2,542.9,21.5,68.81,37.36,1.48,25.25,,,,1,BNL2019
BNL1982,20160714,ARFU2,453.7,12.6,72.22,32.77,0.91,36.01,,,,1,BNL2020
BNL1983,20160714,ARFU2,433.1,11.3,86.46,37.45,0.98,38.33,,,,1,BNL2018
BNL1984,20160714,SAPU15,495.1,40.6,80.63,39.92,3.27,12.19,,,,,
BNL1985,20160714,CAAQ,-9999,-9999,51.67,-9999,-9999,-9999,,,,1,BNL2010
BNL1986,20160714,CAAQ,452.6,32.4,59.17,26.78,1.92,13.97,,,,1,BNL2007
BNL1987,20160714,CAAQ,-9999,-9999,43.75,-9999,-9999,-9999,,,,1,BNL2008
BNL1988,20160714,CAAQ,434.9,37.7,55.15,23.98,2.08,11.54,,,,1,BNL2006
BNL1989,20160714,ARFU2,427.4,11.5,69.72,29.8,0.8,37.17,,,,1,BNL2013
BNL1990,20160714,ARFU2,432.9,12.5,81.17,35.14,1.01,34.63,,,,1,BNL2015
BNL1991,20160714,ARFU2,626.8,15.3,81.17,50.88,1.24,40.97,,,,1,BNL2014
BNL1992,20160714,ARFU2,442.9,12.7,60.47,26.78,0.77,34.87,,,,1,BNL2016
BNL1993,20160716,PEFR5,460.6,31.3,100.03,46.07,3.13,14.72,,,,,
BNL1994,20160716,PEFR5,452.9,30.5,82.65,37.43,2.52,14.85,,,,,
BNL1995,20160716,PEFR5,430.6,28.8,93.25,40.15,2.69,14.95,,,,,
BNL1996,20160714,ARFU2,435.1,14.7,75.29,32.76,1.11,29.6,,,,1,BNL2012
BNL1997,20160714,CAAQ,-9999,-9999,58.33,-9999,-9999,-9999,,,,1,BNL2004
BNL1998,20160714,CAAQ,-9999,-9999,53.68,-9999,-9999,-9999,,,,1,BNL2003
BNL1999,20160714,ARFU2,433.3,14.3,80.43,34.85,1.15,30.3,,,,1,BNL2011
BNL2000,20160716,CAAQ,421.1,30.8,55.56,23.39,1.71,13.67,,,,1,BNL2045
BNL2001,20160716,CAAQ,425.1,34.5,57.24,24.33,1.97,12.32,,,,1,BNL2044
BNL2002,20160714,CAAQ,589.1,34,60.12,35.42,2.04,17.33,,,,2,BNL1965
BNL2003,20160714,CAAQ,461.1,29.8,52,23.98,1.55,15.47,,,,2,BNL1998
BNL2004,20160714,CAAQ,448.9,30.1,52.4,23.52,1.58,14.91,,,,2,BNL1997
BNL2005,20160714,CAAQ,442.5,32.4,50.91,22.53,1.65,13.66,,,,2,BNL1964
BNL2006,20160714,CAAQ,441,36.2,57.16,25.21,2.07,12.18,,,,2,BNL1988
BNL2007,20160714,CAAQ,467.9,33.5,53.74,25.14,1.8,13.97,,,,2,BNL1986
BNL2008,20160714,CAAQ,461.9,29.7,44.32,20.47,1.32,15.55,,,,2,BNL1987
BNL2009,20160714,CAAQ,438.1,36.5,45.52,19.94,1.66,12,,,,2,BNL1963
BNL2010,20160714,CAAQ,468,29.4,46.74,21.88,1.37,15.92,,,,2,BNL1985
BNL2011,20160714,ARFU2,430.9,13.2,68.42,29.48,0.9,32.64,,,,2,BNL1999
BNL2012,20160714,ARFU2,463.9,17,63.57,29.49,1.08,27.29,,,,2,BNL1996
BNL2013,20160714,ARFU2,458.1,14.3,81.26,37.22,1.16,32.03,,,,2,BNL1989
BNL2014,20160714,ARFU2,452.2,11.7,73,33.01,0.85,38.65,,,,2,BNL1991
BNL2015,20160714,ARFU2,467.1,16.7,86.9,40.59,1.45,27.97,,,,2,BNL1990
BNL2016,20160714,ARFU2,458.7,14.4,73.03,33.5,1.05,31.85,,,,2,BNL1992
BNL2017,20160714,ARFU2,444.8,14.5,82.67,36.77,1.2,30.68,,,,2,BNL1980
BNL2018,20160714,ARFU2,447.3,11.8,62.17,27.81,0.73,37.91,,,,2,BNL1983
BNL2019,20160714,ARFU2,423.7,13.1,70.78,29.99,0.93,32.34,,,,2,BNL1981
BNL2020,20160714,ARFU2,439.6,17.2,85.14,37.43,1.46,25.56,,,,2,BNL1982
BNL2021,20160716,CAAQ,-9999,-9999,51.72,-9999,-9999,-9999,,,,1,BNL2046
BNL2022,20160716,CAAQ,-9999,-9999,52.08,-9999,-9999,-9999,,,,1,BNL2040
BNL2023,20160716,ARFU2,454.6,13.7,108.79,49.46,1.49,33.18,,,,1,BNL2031
BNL2024,20160716,ARFU2,463.8,10.6,89.12,41.33,0.94,43.75,,,,1,BNL2030
BNL2025,20160716,ARFU2,426.9,15.9,86.73,37.02,1.38,26.85,,,,1,BNL2048
BNL2026,20160716,ARFU2,425.5,10.3,84.27,35.86,0.87,41.31,,,,1,BNL2049
BNL2027,20160716,ARFU2,460.1,10.4,77.59,35.7,0.81,44.24,,,,1,BNL2051
BNL2028,20160716,ARFU2,441.3,13.2,88.78,39.18,1.17,33.43,,,,1,BNL2050
BNL2029,20160716,CAAQ,457.3,25.8,65.68,30.04,1.69,17.72,,,,2,BNL2039
BNL2030,20160716,ARFU2,459.3,11.3,104.72,48.1,1.18,40.65,,,,2,BNL2024
BNL2031,20160716,ARFU2,452.4,8.7,80.64,36.48,0.7,52,,,,2,BNL2023
BNL2032,20160717,ERAN6,471,29.9,63.52,29.92,1.9,15.75,,,,1,BNL2080
BNL2033,20160716,PEFR5,454.5,38.3,82.35,37.43,3.15,11.87,,,,,
BNL2034,20160716,PEFR5,468.5,39.7,83.09,38.93,3.3,11.8,,,,,
BNL2035,20160716,PEFR5,441.5,37.2,79.11,34.93,2.94,11.87,,,,,
BNL2036,20160716,PEFR5,458.1,31.8,83.24,38.13,2.65,14.41,,,,,
BNL2037,20160716,CAAQ,441.3,22.8,55.36,24.43,1.26,19.36,,,,2,BNL1979
BNL2038,20160716,CAAQ,-9999,-9999,71.35,-9999,-9999,-9999,,,,1,BNL2047
BNL2039,20160716,CAAQ,436.2,28,73.13,31.9,2.05,15.58,,,,1,BNL2029
BNL2040,20160716,CAAQ,437.9,31,51.19,22.42,1.59,14.13,,,,2,BNL2022
BNL2041,20160716,PEFR5,434.9,23.7,98.56,42.86,2.34,18.35,,,,,
BNL2042,20160716,PEFR5,454,30.3,77.34,35.11,2.34,14.98,,,,,
BNL2043,20160716,PEFR5,438.6,31.1,96.94,42.52,3.01,14.1,,,,,
BNL2044,20160716,CAAQ,448.6,32.9,53.83,24.15,1.77,13.64,,,,2,BNL2001
BNL2045,20160716,CAAQ,464.2,34,50.18,23.29,1.71,13.65,,,,2,BNL2000
BNL2046,20160716,CAAQ,450.3,30.4,47.76,21.51,1.45,14.81,,,,2,BNL2021
BNL2047,20160716,CAAQ,443.5,23.5,66.43,29.46,1.56,18.87,,,,2,BNL2038
BNL2048,20160716,ARFU2,467.4,11.8,84.94,39.7,1,39.61,,,,2,BNL2025
BNL2049,20160716,ARFU2,455.4,11.1,94.87,43.2,1.05,41.03,,,,2,BNL2026
BNL2050,20160716,ARFU2,448.8,10.1,92.39,41.47,0.93,44.44,,,,2,BNL2028
BNL2051,20160716,ARFU2,459.1,13.8,63.22,29.02,0.87,33.27,,,,2,BNL2027
BNL2052,20160717,ERAN6,453.6,27.2,63.84,28.96,1.74,16.68,,,,1,BNL2081
BNL2053,20160717,ERAN6,468,33,66.79,31.26,2.2,14.18,,,,1,BNL2083
BNL2054,20160717,ERAN6,455.9,27.7,64.11,29.23,1.78,16.46,,,,1,BNL2082
BNL2055,20160717,ERAN6,450.7,31.9,65.81,29.66,2.1,14.13,,,,1,BNL2084
BNL2056,20160717,ERAN6,465.4,32.3,68.12,31.7,2.2,14.41,,,,1,BNL2085
BNL2057,20160717,SAPU15,480.6,32.9,62.43,30,2.05,14.61,,,,,
BNL2058,20160717,SAPU15,488.9,41.7,71.4,34.91,2.98,11.72,,,,,
BNL2059,20160717,SAPU15,494.4,33.5,71.35,35.28,2.39,14.76,,,,,
BNL2060,20160717,SAPU15,486.9,41.8,73.99,36.02,3.09,11.65,,,,,
BNL2061,20160717,ERAN6,443.6,37,65.48,29.05,2.42,11.99,,,,1,BNL2087
BNL2062,20160717,ERAN6,453.9,29,66.52,30.19,1.93,15.65,,,,1,BNL2089
BNL2063,20160717,ERAN6,474.4,33.9,66.86,31.72,2.27,13.99,,,,1,BNL2090
BNL2064,20160717,ERAN6,444.1,30,60.98,27.08,1.83,14.8,,,,1,BNL2086
BNL2065,20160717,ERAN6,450.2,31.9,64.83,29.19,2.07,14.11,,,,1,BNL2088
BNL2066,20160717,ERAN6,468,31.3,63.5,29.72,1.99,14.95,,,,1,BNL2092
BNL2067,20160717,SAPU15,506.6,32.1,65.67,33.27,2.11,15.78,,,,,
BNL2068,20160717,SAPU15,505.5,34.2,72.35,36.58,2.47,14.78,,,,,
BNL2069,20160717,SAPU15,506,29.4,78.53,39.74,2.31,17.21,,,,,
BNL2070,20160717,SAPU15,505.8,31.6,89.39,45.21,2.82,16.01,,,,,
BNL2071,20160717,ERAN6,463.7,30.3,67.73,31.41,2.05,15.3,,,,1,BNL2096
BNL2072,20160717,ERAN6,-9999,-9999,61.25,-9999,-9999,-9999,,,,1,BNL2093
BNL2073,20160718,CAAQ,-9999,-9999,69.38,-9999,-9999,-9999,,,,1,BNL2079
BNL2074,20160718,CAAQ,427.2,30.7,60.81,25.98,1.87,13.92,,,,1,BNL2129
BNL2075,20160718,CAAQ,-9999,-9999,53.38,-9999,-9999,-9999,,,,1,BNL2128
BNL2076,20160718,CAAQ,430.1,26.3,45.59,19.61,1.2,16.35,,,,1,BNL2078
BNL2077,20160718,CAAQ,455.1,29.1,54.49,24.8,1.59,15.64,,,,1,BNL2127
BNL2078,20160718,CAAQ,439.2,27.1,43.16,18.95,1.17,16.21,,,,2,BNL2076
BNL2079,20160718,CAAQ,451.9,31.2,61.9,27.97,1.93,14.48,,,,2,BNL2073
BNL2080,20160717,ERAN6,639,38.1,64.4,41.15,2.45,16.77,,,,2,BNL2032
BNL2081,20160717,ERAN6,459.7,24,63.83,29.34,1.53,19.15,,,,2,BNL2052
BNL2082,20160717,ERAN6,502.4,26,65.48,32.9,1.7,19.32,,,,2,BNL2054
BNL2083,20160717,ERAN6,468.3,31,61.68,28.88,1.91,15.11,,,,2,BNL2053
BNL2084,20160717,ERAN6,456.7,30.3,65.98,30.13,2,15.07,,,,2,BNL2055
